4f8e5b81e80eb0e420091588 2 1----Employment----TITLE.HEAD.HTML.#document	ratemyprofessorscom:1 univers:1 california:1 satish:1 rao:1 berkelei:1	||	Satish Rao - University of California Berkeley - RateMyProfessors.com	##true@@false$$		||	ORGANIZATION: University of California Berkeley; 	LOCATION: RateMyProfessors.com; 	NOUN: Satish Rao; University; California Berkeley; RateMyProfessors.com; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 182----Others----#text.DT.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	current:1	||	Current:	##false@@false$$		||		||	##true@@false$$	||	##false@@false$$
75960-1 15 183----Others----#text.SPAN.DD.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	resid:1 freedom:1 edit:1 museum:1 peac:1 volunt:1 author:1 usarmi:1 presid:1 trail:1 historian:1 hawaii:1 founder:1	||	resident author and historian - volunteer at U.S.Army Museum of Hawaii, Founder and President at Peace and Freedom Trail Editions	##false@@false$$		||	ORGANIZATION: U.S. Army Museum; Peace and Freedom Trail Editions; 	LOCATION: Hawaii; 	NOUN: author; historian; volunteer; U.S. Army Museum; Hawaii; Founder; President; Peace; Freedom Trail Editions; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 184----Others----#text.STRONG.A.LI.UL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	full:1 view:1 profil:1	||	View Full Profile	##true@@true$$		||	NOUN: View; Profile; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 185----Others----#text.SPAN.A.STRONG.H2.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	pierr:1 moulin:1	||	Pierre	##false@@true$$	Moulin	##false@@true$$		||	PERSON: Pierre Moulin; 	NOUN: Pierre Moulin; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 186----Others----#text.DT.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	titl:1	||	Title	##false@@false$$		||	NOUN: Title; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 187----Others----#text.DD.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	chez:1 hai:1 senior:1 consult:1	||	Consultant Senior chez Hays	##false@@false$$		||	PERSON: Hays; 	NOUN: Consultant; chez Hays; 	||	##true@@false$$	||	##true@@true$$
75960-1 15 188----Others----#text.DT.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	demograph:1 info:1	||	Demographic info	##false@@false$$		||	NOUN: info; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 189----Others----#text.SPAN.DD.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	recruit:1 area:1 renn:1 franc:1 staf:1	||	Rennes Area, France	##false@@false$$	Staffing and Recruiting	##false@@false$$		||	ORGANIZATION: Rennes Area; 	LOCATION: France; 	NOUN: Rennes Area; France Staffing; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 190----Others----#text.DT.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	current:1	||	Current:	##false@@false$$		||		||	##true@@false$$	||	##false@@false$$
75960-1 15 191----Others----#text.SPAN.DD.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	chez:1 hai:1 senior:1 consult:1	||	Consultant Senior chez Hays	##false@@false$$		||	PERSON: Hays; 	NOUN: Consultant; chez Hays; 	||	##true@@false$$	||	##false@@true$$
75960-1 15 192----Others----#text.STRONG.A.LI.UL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	full:1 view:1 profil:1	||	View Full Profile	##true@@true$$		||	NOUN: View; Profile; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 193----Others----#text.SPAN.A.STRONG.H2.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	pierr:1 moulin:1	||	Pierre	##false@@true$$	Moulin	##false@@true$$		||	PERSON: Pierre Moulin; 	NOUN: Pierre Moulin; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 194----Others----#text.DT.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	titl:1	||	Title	##false@@false$$		||	NOUN: Title; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 195----Others----#text.DD.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	upvm:1 paul:1 metz:1 verlain:1	||	Université Paul Verlaine - Metz at UPVM	##false@@false$$		||	ORGANIZATION: Metz; 	PERSON: Paul Verlaine; 	NOUN: Universit Paul Verlaine; Metz; UPVM; 	||	##true@@false$$	||	##true@@true$$
75960-1 15 196----Others----#text.DT.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	demograph:1 info:1	||	Demographic info	##false@@false$$		||	NOUN: info; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 197----Others----#text.SPAN.DD.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	area:1 metz:1 higher:1 educ:1 franc:1	||	Metz Area, France	##false@@false$$	Higher Education	##false@@false$$		||	ORGANIZATION: Metz Area; France Higher Education; 	NOUN: Metz Area; France; Education; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 198----Others----#text.DT.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	current:1	||	Current:	##false@@false$$		||		||	##true@@false$$	||	##false@@false$$
75960-1 15 199----Others----#text.SPAN.DD.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	upvm:1 paul:1 metz:1 verlain:1	||	Université Paul Verlaine - Metz at UPVM	##false@@false$$		||	ORGANIZATION: Metz; 	PERSON: Paul Verlaine; 	NOUN: Universit Paul Verlaine; Metz; UPVM; 	||	##true@@false$$	||	##false@@true$$
75960-1 15 200----Others----#text.DT.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	educ:1	||	Education:	##false@@false$$		||	NOUN: Education; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 201----Others----#text.SPAN.DD.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	de:1 social:1 haut:1 en:1 etud:1 scienc:1 ecol:1	||	Ecole des hautes Etudes en Sciences sociales	##false@@false$$		||	ORGANIZATION: Ecole des hautes Etudes en Sciences; 	NOUN: Etudes; Sciences sociales; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 202----Others----#text.STRONG.A.LI.UL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	full:1 view:1 profil:1	||	View Full Profile	##true@@true$$		||	NOUN: View; Profile; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 203----Others----#text.SPAN.A.STRONG.H2.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	pierr:1 roussel:1 moulin:1	||	Pierre	##false@@true$$	Moulin-Roussel	##false@@true$$		||	PERSON: Pierre Moulin-Roussel; 	NOUN: Pierre Moulin-Roussel; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 204----Others----#text.DT.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	titl:1	||	Title	##false@@false$$		||	NOUN: Title; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 205----Others----#text.DD.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	chez:1	||	gérant chez Alphacité	##false@@false$$		||	NOUN: grant chez Alphacit; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 206----Others----#text.DT.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	demograph:1 info:1	||	Demographic info	##false@@false$$		||	NOUN: info; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 207----Others----#text.SPAN.DD.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	area:1 pari:1 franc:1 internet:1	||	Paris Area, France	##false@@false$$	Internet	##false@@false$$		||	LOCATION: Paris Area; France; 	NOUN: Paris Area; France Internet; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 208----Others----#text.DT.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	current:1	||	Current:	##false@@false$$		||		||	##true@@false$$	||	##false@@false$$
75960-1 15 209----Others----#text.SPAN.DD.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	chez:2 chef:1	||	gérant chez Alphacité, Chef d'entreprise chez Mémoires d'Avenir	##false@@false$$		||	NOUN: grant chez Alphacit; Chef d'entreprise chez; d'Avenir; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 210----Others----#text.DT.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	past:1	||	Past:	##false@@false$$		||	NOUN: Past; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 211----Others----#text.SPAN.DD.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	chez:4 wanadoo:1 servic:1 edit:1 sein:1 au:1 de:4 triel:1 interactif:1 pro:1 interact:1 directeur:3 liber:1	||	Directeur de l'édition au sein de l'Agence interactive chez Wanadoo Services pro, Directeur chez Triel Editions numériques, Directeur de Liberation interactif chez Libération, secrétaire de rédaction chez Libération	##false@@false$$		||	ORGANIZATION: Wanadoo Services; Directeur; Triel Editions; Directeur de Liberation; 	NOUN: Directeur; chez Wanadoo Services pro; Directeur chez Triel Editions numriques; Directeur; Liberation interactif chez Libration; Libration; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 212----Others----#text.DT.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	educ:1	||	Education:	##false@@false$$		||	NOUN: Education; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 213----Others----#text.SPAN.DD.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	de:2 centr:1 dauphin:1 pari:1 ix:1 format:1 journalist:1	||	Centre de Formation des Journalistes, Paris IX Dauphine	##false@@false$$		||	ORGANIZATION: Centre de Formation des Journalistes; 	LOCATION: Paris; 	NOUN: Centre de Formation; Paris; Dauphine; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 214----Others----#text.STRONG.A.LI.UL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	full:1 view:1 profil:1	||	View Full Profile	##true@@true$$		||	NOUN: View; Profile; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 215----Others----#text.SPAN.A.STRONG.H2.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	pierr:1 moulin:1	||	Pierre-François	##false@@true$$	Moulin	##false@@true$$		||	LOCATION: Pierre-Franois Moulin; 	NOUN: Pierre-Franois Moulin; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 216----Others----#text.DT.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	titl:1	||	Title	##false@@false$$		||	NOUN: Title; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 217----Others----#text.DD.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	directeur:1	||	Directeur d'Hypermarché	##false@@false$$		||	NOUN: Directeur d'Hypermarch; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 218----Others----#text.DT.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	demograph:1 info:1	||	Demographic info	##false@@false$$		||	NOUN: info; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 219----Others----#text.SPAN.DD.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	supermarket:1 area:1 grenobl:1 franc:1	||	Grenoble Area, France	##false@@false$$	Supermarkets	##false@@false$$		||	ORGANIZATION: Grenoble Area; 	LOCATION: France; 	NOUN: Grenoble Area; France Supermarkets; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 220----Others----#text.DT.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	current:1	||	Current:	##false@@false$$		||		||	##true@@false$$	||	##false@@false$$
75960-1 15 221----Others----#text.SPAN.DD.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	chez:1 geant:1 directeur:1	||	Directeur d'Hypermarché chez Geant	##false@@false$$		||	PERSON: Geant; 	NOUN: Directeur d'Hypermarch chez Geant; 	||	##true@@false$$	||	##false@@true$$
75960-1 15 222----Others----#text.DT.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	past:1	||	Past:	##false@@false$$		||	NOUN: Past; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 223----Others----#text.SPAN.DD.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	chez:2 de:2 magasin:1 offici:1 directeur:1 navigateur:1 conforama:1	||	Directeur de magasin chez Conforama, Navigateur Officier Systèmes d'Armes chez Armée de l'Air	##false@@false$$		||	ORGANIZATION: Conforama; Arme de l'Air; 	NOUN: Directeur de magasin chez Conforama; Navigateur Officier Systmes d'Armes; Arme; l'Air; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 224----Others----#text.DT.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	educ:1	||	Education:	##false@@false$$		||	NOUN: Education; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 225----Others----#text.SPAN.DD.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	de:2 dgac:1 chass:1 ecol:1	||	DGAC, Ecole de l'Aviation de Chasse	##false@@false$$		||	ORGANIZATION: DGAC; Ecole de l'Aviation de Chasse; 	NOUN: DGAC; Ecole; l'Aviation; Chasse; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 226----Others----#text.DT.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	summari:1	||	Summary:	##false@@false$$		||	NOUN: Summary; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 227----Others----#text.SPAN.DD.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	direct:1 post:1 tant:1 distribut:1 pui:1 navigateur:1 avion:1 de:5 sur:2 le:1 lign:1 dan:1 pilot:1 an:2 la:1 domain:1 civil:1 chass:1 en:1 que:1 et:1	||	8 ans dans le domaine aéronautique en tant que navigateur sur avion de chasse puis Pilote de ligne civil. 9 ans d'expérience de la distribution sur des postes d'encadrement et de Direction.	##false@@false$$		||	NOUN: ans; domaine aronautique; que navigateur sur; ans d'exprience; distribution; Direction; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 228----Others----#text.STRONG.A.LI.UL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	full:1 view:1 profil:1	||	View Full Profile	##true@@true$$		||	NOUN: View; Profile; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 229----Others----#text.SPAN.A.STRONG.H2.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	pierr:1 moulin:1	||	Pierre	##false@@true$$	Moulin	##false@@true$$		||	PERSON: Pierre Moulin; 	NOUN: Pierre Moulin; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 230----Others----#text.DT.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	titl:1	||	Title	##false@@false$$		||	NOUN: Title; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 231----Others----#text.DD.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	du:1 travailleur:1 secteur:1	||	Travailleur indépendant du secteur Vétérinaire	##false@@false$$		||	NOUN: indpendant du secteur Vtrinaire; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 232----Others----#text.DT.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	demograph:1 info:1	||	Demographic info	##false@@false$$		||	NOUN: info; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 233----Others----#text.SPAN.DD.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	gent:1 area:1 veterinari:1 belgium:1	||	Gent Area, Belgium	##false@@false$$	Veterinary	##false@@false$$		||	ORGANIZATION: Gent Area; 	LOCATION: Belgium Veterinary; 	NOUN: Gent Area; Belgium; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 234----Others----#text.DT.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	past:1	||	Past:	##false@@false$$		||	NOUN: Past; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 235----Others----#text.SPAN.DD.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	chez:1 veterinair:1 independ:1	||	veterinaire chez independant	##false@@false$$		||	NOUN: veterinaire chez independant; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 236----Others----#text.DT.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	educ:1	||	Education:	##false@@false$$		||	NOUN: Education; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 237----Others----#text.SPAN.DD.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	de:1	||	Université de Liège	##false@@false$$		||	ORGANIZATION: Universit de Lige; 	NOUN: Universit de Lige; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 238----Others----#text.STRONG.A.LI.UL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	full:1 view:1 profil:1	||	View Full Profile	##true@@true$$		||	NOUN: View; Profile; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 239----Others----#text.SPAN.A.STRONG.H2.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	pierr:1 moulin:1	||	Pierre	##false@@true$$	Moulin	##false@@true$$		||	PERSON: Pierre Moulin; 	NOUN: Pierre Moulin; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 240----Others----#text.DT.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	titl:1	||	Title	##false@@false$$		||	NOUN: Title; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 241----Others----#text.DD.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	du:1 artisanat:1 art:1 travailleur:1 et:1 secteur:1	||	Travailleur indépendant du secteur Arts et artisanat	##false@@false$$		||	NOUN: du secteur Arts; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 242----Others----#text.DT.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	demograph:1 info:1	||	Demographic info	##false@@false$$		||	NOUN: info; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 243----Others----#text.SPAN.DD.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	craft:1 area:1 art:1 marseil:1 franc:1	||	Marseille Area, France	##false@@false$$	Arts and Crafts	##false@@false$$		||	ORGANIZATION: Marseille Area; France Arts and Crafts; 	NOUN: Marseille Area; France Arts; Crafts; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 244----Others----#text.STRONG.A.LI.UL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	full:1 view:1 profil:1	||	View Full Profile	##true@@true$$		||	NOUN: View; Profile; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 245----Others----#text.SPAN.A.STRONG.H2.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	pierr:1 fournier:1 moulin:1	||	pierre	##false@@true$$	moulin fournier	##false@@true$$		||	NOUN: pierre moulin fournier; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 246----Others----#text.DT.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	titl:1	||	Title	##false@@false$$		||	NOUN: Title; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 247----Others----#text.DD.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	du:1 form:1 travailleur:1 et:1 bien:1 secteur:1	||	Travailleur indépendant du secteur Forme et bien-être	##false@@false$$		||	NOUN: du secteur Forme; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 248----Others----#text.DT.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	demograph:1 info:1	||	Demographic info	##false@@false$$		||	NOUN: info; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 249----Others----#text.SPAN.DD.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	fit:1 area:1 pari:1 well:1 franc:1 health:1	||	Paris Area, France	##false@@false$$	Health, Wellness and Fitness	##false@@false$$		||	ORGANIZATION: France Health , Wellness and Fitness; 	LOCATION: Paris Area; 	NOUN: Paris Area; France Health; Wellness; Fitness; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 250----Others----#text.DT.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	current:1	||	Current:	##false@@false$$		||		||	##true@@false$$	||	##false@@false$$
75960-1 15 251----Others----#text.SPAN.DD.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	chez:1 etr:2 pari:2 bien:2	||	bien-etre-paris chez BIEN ETRE PARIS	##false@@false$$		||	LOCATION: PARIS; 	NOUN: chez BIEN ETRE PARIS; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 252----Others----#text.STRONG.A.LI.UL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	full:1 view:1 profil:1	||	View Full Profile	##true@@true$$		||	NOUN: View; Profile; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 253----Others----#text.SPAN.A.STRONG.H2.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	pierr:1 moulin:1	||	Pierre	##false@@true$$	Moulin	##false@@true$$		||	PERSON: Pierre Moulin; 	NOUN: Pierre Moulin; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 254----Others----#text.DT.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	titl:1	||	Title	##false@@false$$		||	NOUN: Title; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 255----Others----#text.DD.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	cadr:1 commerci:1	||	Cadre commercial	##false@@false$$		||	NOUN: Cadre commercial; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 256----Others----#text.DT.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	demograph:1 info:1	||	Demographic info	##false@@false$$		||	NOUN: info; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 257----Others----#text.SPAN.DD.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	wholesal:1 area:1 franc:1	||	Chambéry Area, France	##false@@false$$	Wholesale	##false@@false$$		||	ORGANIZATION: Chambry Area; 	LOCATION: France Wholesale; 	NOUN: Chambry Area; France; 	||	##true@@false$$	||	##true@@false$$
75960-1 15 258----Others----#text.DT.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	past:1	||	Past:	##false@@false$$		||	NOUN: Past; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 259----Others----#text.SPAN.DD.DL.LI.OL.DIV.DIV.DIV.DIV.BODY.HTML.#document	direct:1 chez:2 seynav:1 distribut:1 commerci:1 commercial:1 agent:1	||	Agent commercial chez , Direction Commerciale chez Seynave Distribution	##false@@false$$		||	ORGANIZATION: Direction Commerciale; 	NOUN: Agent; chez; Direction Commerciale chez Seynave Distribution; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 260----Others----#text.A.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	linkedin:1 show:1 profil:2	||	Showing 25 of 34 profiles                  |	##false@@false$$	See all profiles on LinkedIn »	##false@@true$$		||	NOUN: profiles; profiles; LinkedIn; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 261----Others----#text.H2.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	name:1 relat:1	||	Related Names	##true@@false$$		||	NOUN: Names; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 262----Others----#text.LI.UL.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	last:1 name:1 moulin:1	||	Moulin	##false@@true$$	(Last Name)	##false@@false$$		||	NOUN: Moulin; Name; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 263----Others----#text.LI.UL.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	pierr:1 name:1	||	Pierre	##false@@true$$	(First Name)	##false@@false$$		||	NOUN: Pierre; First; 	||	##true@@false$$	||	##false@@false$$
75960-1 15 264----Others----#text.P.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	pierr:1 full:1 linkedin:1 profession:1 view:1 join:1 contact:1 moulin:1 profil:1	||	Pierre Moulin and 150M+ professionals	##true@@false$$	are on LinkedIn. Join to contact and view their full profiles now.	##false@@false$$		||	PERSON: Pierre Moulin; 	NOUN: Pierre Moulin; 150M; professionals; LinkedIn; profiles; 	||	##true@@false$$	||	##true@@false$$
75960-3 0 1----Others----TITLE.HEAD.HTML.#document	pierr:1 moulin:1	||	Pierre Moulin	##true@@false$$		||	PERSON: Pierre Moulin; 	NOUN: Pierre Moulin; 	||	##true@@false$$	||	##true@@false$$
75960-3 0 2----Address----#text.P.BODY.HTML.#document	institut:1 beckman:1	||	 2265 Beckman Institute	##false@@false$$		||	ORGANIZATION: Beckman Institute; 	NOUN: Beckman Institute; 	||	##true@@false$$	||	##false@@false$$
75960-3 0 3----Address----#text.P.BODY.HTML.#document	mathew:1	||	405 N. Mathews	##false@@false$$		||	PERSON: N. Mathews; 	NOUN: N. Mathews; 	||	##true@@false$$	||	##false@@true$$
75960-3 0 4----Address----#text.P.BODY.HTML.#document	il:1 urbana:1	||	Urbana, IL 61801	##false@@false$$		||	LOCATION: Urbana; IL; 	NOUN: Urbana; IL; 	||	##true@@false$$	||	##false@@false$$
75960-3 0 5----Phone----#text.P.BODY.HTML.#document	tel:1	||	Tel.: 217-244-8366	##false@@false$$		||	NOUN: Tel.; 	||	##true@@false$$	||	##false@@false$$
75960-3 0 6----Fax----#text.P.BODY.HTML.#document	fax:1	||	Fax: 217-244-8371	##false@@false$$		||	NOUN: Fax; 	||	##true@@false$$	||	##false@@false$$
75960-3 0 7----Email----#text.A.P.BODY.HTML.#document	email:1 ifpuiucedu:1 moulin:1	||	email:	##false@@false$$	moulin@ifp.uiuc.edu	##false@@true$$		||	NOUN: email; moulin@ifp.uiuc.edu; 	||	##true@@false$$	||	##false@@false$$
75960-3 0 8----Bio----#text.FONT.FONT.B.BODY.HTML.#document	profil:1	||	Profile	##true@@false$$		||	NOUN: Profile; 	||	##true@@false$$	||	##false@@false$$
