-1763063096 2 1----Price----#text.P.ARTICLE.DIV.DIV.DIV.BODY.HTML.#document	increas:1 car:2 hp:1 pair:1 xl:2 camri:2 automat:1 transmiss:1 toyota:1 version:1 six:1 mode:1 level:1 order:1 basic:1 full:1 graduat:1 luxuri:1 trim:1 avalon:3 lineup:1 limit:1 liter:1 consist:1 speed:1 choic:1 list:1 us:1 offer:1 size:1 manual:1 powertrain:1 price:1 fact:1 stretch:1 previou:1 shift:1	||	Toyota s Avalon is a full-size car for those who have graduated from the Camry. In fact, the Avalon is basically a stretched version of the previous Camry and uses that car s 268-hp, 3.5-liter V-6 paired with a six-speed automatic transmission with manual shift mode. No other powertrain choices are offered. For 2009, the Avalon lineup consists of three trim levels: XL, XLS, and Limited, listed in order of increasing luxury and price.	##false@@false$$		||	ORGANIZATION: Toyota; Avalon; XLS; 	DATE: 2009; 	NOUN: Toyota; Avalon; car; Camry; fact; Avalon; version; Camry; car s; V-6; transmission; shift mode; powertrain choices; Avalon lineup; levels; XL; XLS; Limited; order; luxury; price; 	||	##true@@false$$	||	##false@@false$$
-1934760915 7 1----Exterior----#text.DIV.DIV.DIV.ARTICLE.DIV.DIV.DIV.BODY.HTML.#document	grill:1 test:1 infin:1 fx:1 stare:1 boi:1 lure:1 fm:1 metal:2 aluminum:1 fender:1 recogn:1 stoplight:1 facil:1 wrap:1 platform:1 coup:1 midship:1 famili:1 tint:1 doubt:1 competit:1 paint:1 resembl:1 wide:1 tochigi:1 tooth:1 leav:1 racer:1 gt:1 flare:1 thumb:1 wheelbas:1 shorter:1 littl:1 car:1 model:1 instantli:1 plung:1 monterei:1 share:1 japan:1 pedestrian:1 style:1 bath:1 sheet:1 look:1 aggress:1 rear:1 sport:1 front:2 steel:1 pass:1 around:1 product:1 stun:1 mission:1 blue:1 stanc:1 nissan:1 intend:1 reflect:1	||	Our test model had been plunged in a bath of Monterey Blue paint at the Tochigi, Japan production facility and with a tint of metallic in its reflection, the all-new for 2009 coupe looks stunning with its shorter wheelbase and wide stance. Still instantly recognized as a "Z," the aluminum and steel sheet metal is wrapped aggressively around Nissan's "front midships" (FM) platform, shared with the Infiniti FX and G37 family. From the toothed front grille to the flared rear fenders, the styling leaves little doubt about its intended sports car mission. With more than a passing resemblance to the	##false@@false$$	Nissan GT-R	##false@@true$$	, the 370Z lures stares and thumbs-up from pedestrians, and stoplight competitions from boy racers.	##false@@false$$		||	ORGANIZATION: Nissan; Infiniti FX; Nissan; 	DATE: 2009; 	LOCATION: Tochigi; Japan; 	NOUN: test model; bath; Monterey Blue paint; Tochigi; Japan production facility; tint; reflection; coupe; wheelbase; stance; Z; aluminum; steel sheet metal; Nissan; midships; FM; platform; Infiniti FX; G37 family; front grille; fenders; styling; doubt; sports car mission; resemblance; Nissan GT-R; 370Z; stares; thumbs-up; pedestrians; stoplight competitions; boy racers; 	||	##true@@false$$	||	##false@@false$$
-1934760915 7 2----Verdict----#text.DIV.DIV.DIV.ARTICLE.DIV.DIV.DIV.BODY.HTML.#document	interior:2 plastic:1 count:1 infin:1 drop:1 mindlessli:1 knew:1 nice:1 gaug:2 mess:1 enough:1 temperatur:1 ambient:1 dot:1 center:1 badg:1 light:1 option:1 pod:1 coolant:1 everyth:1 unfortun:1 synthet:1 letter:1 wors:1 far:1 bit:1 cozi:1 pictur:1 system:2 slightest:1 upholsteri:1 impress:1 realli:1 terribl:1 inclus:1 rate:1 cockpit:1 full:1 wash:1 practic:1 grade:1 fuel:2 left:1 question:1 perfect:1 exist:1 find:1 top:1 look:1 audio:1 poor:1 storag:1 ip:1 abund:1 dash:1 remain:1 mount:1 nav:1 within:1 earn:1 forget:1 wear:1	||	The interior of the 370Z is just as impressive. Forget everything you knew about the questionable 350Z interior the 370Z is nice enough to wear an Infiniti badge. Top rate upholstery, plastics, and synthetics exist in abundance within the cozy cockpit. There is storage (or an optional NAV system) above the audio system. The three-pod IP, with three more gauges center-mounted high on the dash, is just about perfect. Unfortunately, the earned grade drops two full letters with the inclusion of that terrible fuel/coolant temperature mess on the far left. While it looks really poor in pictures, it's even worse in practice as the slightest bit of ambient light washes it out (or you find yourself mindlessly counting the remaining dots on the fuel gauge).	##false@@false$$		||	ORGANIZATION: NAV; 	NOUN: interior; 370Z; everything; 350Z interior; 370Z; Infiniti badge; rate upholstery; plastics; synthetics; abundance; cockpit; storage; NAV system; system; IP; dash; grade; letters; inclusion; fuel\/coolant temperature mess; pictures; practice; bit; light; dots; fuel gauge; 	||	##true@@false$$	||	##false@@false$$
-1934760915 7 3----Price----#text.DIV.DIV.DIV.ARTICLE.DIV.DIV.DIV.BODY.HTML.#document	bearabl:1 splash:1 foot:1 test:1 exterior:2 nice:1 occupi:1 lightli:1 overs:1 meati:1 becom:1 seat:2 option:1 blame:1 control:1 support:1 acclim:1 awkward:1 behind:1 dai:1 strip:1 tini:1 without:1 restrict:1 legroom:1 frame:1 window:1 ear:1 hamper:1 floor:1 outsid:1 packag:1 view:1 quarter:1 room:1 cabin:1 budget:1 wheel:1 visibl:2 six:1 mirror:1 hand:1 sight:1 fit:2 real:1 drawback:1 share:1 readili:1 accommod:1 rate:1 cloth:1 style:1 guard:1 feel:1 massiv:1 outward:1 inch:1 headroom:1 mat:1 rear:1 sport:1 front:1 hint:1 slit:1 seem:1 sever:1 abund:1 bolster:1 comfort:1 fall:1 steer:1 shoulder:1 pillar:1 world:1 yet:1	||	This writer's six-foot two-inch frame fit comfortably into the supportive and nicely bolstered cloth seats. The cabin accommodates two with abundant legroom, headroom, and shoulder room. The steering wheel is meaty, and all controls fall readily to hand without a hint awkwardness. Our tested was lightly optioned (at 34,055 it was only fitted with the sport package, floor mats, and splash guards), yet it didn't feel stripped-down or budget-rate. From the driver's seat, the only real drawback outward visibility is blamed on the exterior styling. The view of the outside world is hampered by the massive C-pillars just behind the ears, the tiny slit of a rear window, and the oversized exterior mirrors that seem to occupy more than their share of the front quarter visibility. It take several days to acclimate to the sight restrictions, but it does become bearable.	##false@@false$$		||	NOUN: writer; frame fit; cloth seats; cabin; legroom; headroom; shoulder room; wheel; controls; hand; hint awkwardness; sport package; floor mats; splash guards; driver; seat; drawback; visibility; exterior styling; view; world; C-pillars; ears; slit; rear window; exterior; share; quarter visibility; days; sight restrictions; 	||	##true@@false$$	||	##false@@false$$
-1934760915 7 4----Verdict----#text.DIV.DIV.DIV.ARTICLE.DIV.DIV.DIV.BODY.HTML.#document	craft:1 send:1 test:1 infin:1 etc:1 door:1 torqu:1 powerpl:2 meati:1 independ:1 aluminum:3 power:1 ft:2 lug:1 hood:3 limit:1 doubl:1 throughout:1 wrap:1 rubber:1 coup:1 wishbon:1 avail:1 attract:1 subfram:1 tire:1 viscou:1 alloi:2 configur:1 multi:1 auto:1 hatch:1 lightweight:1 lb:2 pound:2 model:1 hp:2 boast:1 oem:1 weight:2 hundr:1 nestl:1 wheel:3 link:1 beautifulli:1 vq:1 transmiss:1 push:1 six:1 fit:1 rate:2 ident:1 extens:1 setup:1 forg:1 kept:2 corner:1 check:1 speed:2 rear:4 slip:1 us:1 front:2 sever:1 around:1 familiar:1 manual:1 suspens:1 sit:1 rai:1 seven:1 compon:1 differenti:1	||	Nestled under the alloy hood of the 370Z is another one of Nissan's familiar VQ powerplants: the all-aluminum VQ37VHR. In Z configuration, it's rated at 332 hp and 270 lb-ft of torque (the identical powerplant under the hood of the G37 is rated at 330 hp and 270 lb-ft, but the Infiniti coupe lugs around another several hundred pounds of weight). Our test model was fitted with a six-speed manual transmission (a seven-speed auto is available) sending power to the rear wheels through a viscous limited-slip differential. An aluminum double-wishbone suspension sits up front, while the rear wheels are kept in check through an independent multi-link setup. Four beautifully-crafted lightweight forged RAYS wheels some of the most attractive alloy from any OEM are pushed into each corner. The fronts are wrapped in 245/40-19 tires, with the rears boast meaty 275/35-19 rubber. An extensive use of aluminum throughout (hood, doors, rear hatch, subframe components, etc...) has kept weight down to about 3,250 pounds.	##false@@false$$		||	ORGANIZATION: Nissan; RAYS; 	NOUN: alloy hood; 370Z; Nissan; VQ powerplants; VQ37VHR; Z configuration; hp; lb-ft; torque; powerplant; hood; G37; hp; lb-ft; Infiniti coupe lugs; pounds; weight; test model; manual transmission; auto; power; wheels; aluminum; suspension; front; wheels; check; setup; RAYS wheels; alloy; OEM; corner; fronts; tires; rears; rubber; use; aluminum; hood; doors; hatch; subframe components; weight; pounds; 	||	##true@@false$$	||	##false@@false$$
-1934760915 7 5----DriveRide----#text.DIV.DIV.DIV.ARTICLE.DIV.DIV.DIV.BODY.HTML.#document	need:1 nail:1 reengag:1 put:1 stick:1 singl:1 decis:1 blip:1 engin:1 occasion:1 uncanni:1 highwai:1 abil:1 automat:1 transmiss:2 greatli:1 kind:1 intestin:1 gear:1 precis:1 clutch:1 synchrorev:1 move:1 speed:2 exactli:1 erron:1 suppos:1 mayb:1 empti:1 manual:2 simplifi:1 system:1 throttl:1 downshift:2 larg:1 featur:1 flawlessli:1 match:1 scare:1 shift:1	||	The 370Z features the first-of-its-kind, and all-new, SynchroRev Match system for the manual transmission. Greatly simplified, the throttle is automatically blipped, putting the engine speed precisely where it needs to be when the clutch is reengaged during downshifts. While it does make an occasional erroneous decision (move the stick shift above second gear at highway speeds and it will scare your large intestines empty), its ability to nail every single downshift flawlessly is uncanny. It does exactly what it is supposed to do the manual transmission... but... maybe it shouldn't?	##false@@false$$		||	NOUN: 370Z; SynchroRev Match system; transmission; throttle; engine speed; clutch; downshifts; decision; stick shift; gear; highway speeds; intestines; ability; downshift; transmission; 	||	##true@@false$$	||	##false@@false$$
-1934760915 7 6----DriveRide----#text.DIV.DIV.DIV.ARTICLE.DIV.DIV.DIV.BODY.HTML.#document	exoner:1 aka:1 kilter:1 apprehens:1 draw:1 obviou:1 time:2 button:1 among:1 longer:1 begrudgingli:1 none:1 effici:1 smile:1 control:1 thankfulli:1 third:1 pedal:1 tradit:1 frankli:1 bit:1 system:1 touch:1 skill:1 sigh:1 brilliant:1 match:2 automot:1 virtual:1 defeat:1 rev:1 smooth:1 ground:1 line:1 quit:1 someth:1 transmiss:3 automat:1 consid:1 slush:1 grin:1 mai:1 electron:1 fuel:1 left:1 caught:1 sprint:1 sacr:1 complet:1 microchip:1 kept:1 look:1 hone:1 standard:1 quicker:1 matter:1 encroach:1 us:1 seem:1 technolog:1 manual:3 elitist:1 replac:1 box:1 nissan:1 untouch:1 shift:1	||	Quite frankly, something seems just a bit off kilter. The standard transmission elitists among us begrudgingly smiled as the electronically-controlled slush box caught up to the smoothness of a well-shifted manual. We looked the other way when it matched the manual's fuel efficiency and kept grinning even when it was obvious that an automatic could be quicker in a sprint. None of this mattered, as our traditional third-pedal manual transmission was left virtually untouched. Now, this brilliant new automotive technology is encroaching on sacred ground by replacing a time-honed skill (aka rev-matching) with a microchip. Is this no longer considered a "manual" transmission? Where do we draw the line? With a sigh of apprehension, we'll exonerate Nissan this time as the system may be completely defeated at the touch of a button thankfully.	##false@@false$$		||	ORGANIZATION: Nissan; 	NOUN: something; bit; kilter; transmission elitists; slush box; smoothness; manual; way; manual; fuel efficiency; sprint; None; manual transmission; technology; ground; skill; microchip; manual; transmission; line; sigh; apprehension; Nissan; time; system; touch; button; 	||	##true@@false$$	||	##false@@false$$
-1934760915 7 7----DriveRide----#text.DIV.DIV.DIV.ARTICLE.DIV.DIV.DIV.BODY.HTML.#document	equip:1 mph:1 second:2 test:2 pull:1 infin:1 snap:1 cousin:1 honest:1 race:1 expect:1 time:1 help:1 hit:1 unoffici:1 rpm:1 quot:1 light:1 limit:1 control:1 hook:1 coup:1 german:1 flat:1 effort:1 without:1 much:1 non:1 acceler:1 gt:1 awai:1 abus:1 launch:1 run:1 fit:1 ident:1 driver:1 especi:1 find:1 end:1 chip:1 feel:1 quicker:1 drag:1 slip:1 rear:1 print:1 stai:1 rag:1 blink:1 redlin:1 nissan:1 shift:1	||	Nissan doesn't quote acceleration times, but most honest print rags are finding the 370Z hits 60 mph in about five seconds. As expected, it feels quicker than the 350Z. In our unofficial (and non-abusive) testing, we snapped off a 5.1 second run without much effort (our GT-R did 3.5 seconds flat with the identical testing equipment, but with launch control). The limited-slip rear end hooks up well, and a blinking shift light helps the driver stay out of redline above 7,500 RPM. The 370Z will pull away from its cousin, the	##false@@false$$	Infiniti G37 Coupe	##false@@true$$	, but it won't take a	##false@@false$$	BMW's 135i	##false@@true$$	in a drag race (especially if the German is fitted with a chip).	##false@@false$$		||	ORGANIZATION: Nissan; BMW; 	NOUN: Nissan; acceleration times; print rags; 370Z; mph; seconds; 350Z; testing; run; effort; GT-R; seconds; testing equipment; launch control; end; shift; driver; redline; RPM; 370Z; cousin; Infiniti G37 Coupe; BMW; 135i; drag race; German; chip; 	||	##true@@false$$	||	##false@@false$$
-1934760915 7 8----Interior----#text.DIV.DIV.DIV.ARTICLE.DIV.DIV.DIV.BODY.HTML.#document	mph:1 drone:1 minor:1 carpool:1 carri:1 nois:1 gripe:1 seat:1 forward:1 mile:1 reson:1 serious:1 move:1 extrem:1 pavement:1 inadequaci:1 wind:1 prove:1 everyth:1 shallow:1 coup:1 famili:1 bag:1 unfriendli:1 period:1 els:1 tire:1 system:1 frame:1 trunk:1 irrit:1 own:1 gt:1 go:1 cabin:1 roar:1 space:1 cargo:2 fit:1 mai:1 brace:1 driver:1 insul:1 asid:1 pinch:1 audio:1 speed:1 rear:1 capabl:1 deftli:1 drown:1 soft:1 handl:1 inher:1 blue:1 suit:1 nearli:1 daili:1 nissan:1 week:1	||	We put about 700 miles on the blue Z over a one-week period. Aside from the inherent inadequacies of owning a two-seat coupe with a family (the GT-R is a 2+2, so it deftly handles carpools in a pinch), the 370Z proved capable and well-suited as a daily driver with only a few minor irritations. First, while the cabin is well insulated from wind noise, it seriously resonates from tire drone. At speeds above 70 mph, or on any unfriendly pavement, the roar nearly drowns out the audio system. Our second gripe is with cargo space. While Nissan moved the rear cargo brace forward, the trunk is still extremely shallow. You may get a framed carry-on bag in there, but everything else will have to be soft if it's going to fit.	##false@@false$$		||	ORGANIZATION: Nissan; 	NOUN: miles; Z; period; inadequacies; coupe; family; GT-R; carpools; pinch; 370Z; driver; irritations; cabin; wind noise; tire drone; speeds; mph; pavement; roar; system; gripe; cargo space; Nissan; cargo; trunk; carry-on bag; everything; 	||	##true@@false$$	||	##false@@false$$
-1934760915 7 9----DriveRide----#text.DIV.DIV.DIV.ARTICLE.DIV.DIV.DIV.BODY.HTML.#document	need:1 equip:1 squar:1 basin:1 circl:1 pull:1 award:1 nice:1 wait:1 amount:1 nois:1 although:1 spool:1 rpm:2 mile:1 inlin:1 tach:1 reson:1 trait:1 work:1 limit:1 prove:1 liter:1 charact:1 flat:1 vibrat:1 dai:1 countless:1 traffic:1 blender:1 start:1 growl:1 la:1 impress:1 cube:1 known:1 low:1 make:1 trembl:1 tachomet:1 realli:1 stick:1 lost:1 smooth:2 engin:3 run:1 across:1 vq:3 six:1 ic:1 full:1 clutch:1 immedi:1 margarita:1 trip:1 note:1 speed:1 let:1 appar:1 rear:1 front:1 us:1 win:1 past:1 quickli:1 confus:1 mix:1 drown:1 idl:1 around:1 product:1 leg:1 either:1 obligatori:1 comfort:1 mechan:1 exhaust:1 nissan:1 shift:1	||	During our obligatory 200-mile day trip across the LA basin, the Z proved comfortable in traffic as the 3.7-liter pulled from low on the tachometer, limiting the amount of leg work needed on the clutch. The engine makes a nice growl at idle, but it's quickly lost once the engine spools and the mechanical noises up front drown out the two resonators in the rear (we are still waiting for VQ-equipped Nissan product with an impressive exhaust note). Although it never lets us down, the VQ engine isn't known around these circles for smoothness either. This character trait is immediately apparent once the tach speeds past 4,500 rpm and the stick shift starts really trembling. By 6,000 rpm, it's vibrating like a blender full of margarita mix and square ice cubes. The VQ wins countless awards, but it will never be confused with a smooth-running inline- or flat-six.	##false@@false$$		||	ORGANIZATION: Nissan; 	LOCATION: LA basin; 	NOUN: day trip; LA basin; Z; traffic; tachometer; amount; leg work; clutch; engine; growl; engine spools; noises; resonators; rear; Nissan product; exhaust note; VQ engine; circles; smoothness; character trait; tach speeds; rpm; stick shift; rpm; blender; margarita mix; ice cubes; VQ; awards; inline; 	||	##true@@false$$	||	##false@@false$$
-1934760915 7 10----Verdict----#text.DIV.DIV.DIV.ARTICLE.DIV.DIV.DIV.BODY.HTML.#document	need:1 absent:1 highwai:1 open:1 time:1 absenc:1 credit:1 whatev:1 trait:1 number:1 wide:1 tune:1 cost:1 tire:1 much:1 near:1 often:1 lift:1 amaz:1 lot:1 low:1 wheelbas:1 straight:1 thing:1 car:2 awai:1 line:1 add:1 consid:1 ensur:1 short:1 stabl:1 assess:1 confid:1 park:1 corner:1 speed:1 let:1 drag:1 slip:1 layer:1 true:1 know:1 stabil:1 sit:1 chassi:1 exhaust:1 nissan:1 found:1	||	At open highway speeds, the 370Z is more stable than most cars are sitting still in a parking lot. It's an amazing trait considering the short wheelbase and wide tires. We don't know if credit goes to the low drag numbers, near absence of lift, or the exhaustive chassis tuning. Whatever it is, Nissan needs to ensure they don't let it slip away as it adds a layer of confidence that is often absent in cars costing five-times as much. Straight-line stability is one thing, but the true assessment is found on the corners.	##false@@false$$		||	ORGANIZATION: Nissan; 	NOUN: highway speeds; 370Z; cars; parking lot; trait; wheelbase; tires; credit; drag numbers; absence; lift; chassis tuning; Nissan; layer; confidence; cars; five-times; stability; thing; assessment; corners; 	||	##true@@false$$	||	##false@@false$$
-1934760915 7 11----DriveRide----#text.DIV.DIV.DIV.ARTICLE.DIV.DIV.DIV.BODY.HTML.#document	car:1 face:1 ten:1 mountain:1 last:1 aka:1 vehicl:1 axl:1 decker:1 state:1 ocean:1 road:3 mulholland:1 kiss:1 southern:1 ident:1 full:1 drive:1 mile:1 desper:1 pave:1 happen:1 place:1 crowd:1 end:1 wind:1 ban:1 freshli:1 sibl:1 housew:1 gut:1 sport:1 canyon:1 excel:1 wring:1 rout:1 steepli:1 inland:1 season:1 popular:1 deliv:1 twist:1 summer:1 gt:1 nissan:1 small:1 make:1 pacif:1	||	State Route 23 (aka Decker Canyon Road) kisses the Pacific Ocean on its southern end, and then winds steeply up the mountain as it makes its way inland. Banned to vehicles with more than two axles, the first ten miles of the freshly-paved road delivers more twists than a full season of Desperate Housewives. Not as popular as Mulholland Drive (or as crowded), it is an excellent place to wring the guts out of a small sports car. It also happens to be the identical road that faced its sibling -- the Nissan GT-R -- last summer.	##false@@false$$		||	ORGANIZATION: Decker Canyon Road; Desperate Housewives; Nissan; 	LOCATION: Pacific Ocean; 	NOUN: State Route; aka Decker Canyon Road; kisses; Pacific Ocean; end; winds; mountain; way; vehicles; axles; miles; road; twists; season; Housewives; Mulholland Drive; place; guts; sports car; road; sibling; Nissan GT-R; summer; 	||	##true@@false$$	||	##false@@false$$
-1934760915 7 12----Price----#text.DIV.DIV.DIV.ARTICLE.DIV.DIV.DIV.BODY.HTML.#document	manipul:1 weight:1 put:1 surefoot:1 curb:1 perfectli:1 road:1 grip:1 lighter:1 reli:1 expect:1 trickeri:1 hapless:1 electron:2 immens:1 easili:1 power:2 especi:2 move:1 pavement:1 corner:1 quicker:1 doubt:1 canyon:1 lack:1 without:1 tripl:1 much:1 master:1 process:1 flagship:1 price:1 leagu:1 distanc:1 nearli:3 plai:1 subsystem:1 gt:2 public:1 part:1 claw:1 try:1	||	Without a doubt, the GT-R is quicker and more surefooted of the two, especially on the public canyon road. It will easily distance itself from the hapless 370Z (to be expected especially at nearly triple the price). With electronic subsystems manipulating nearly every moving part, the GT-R claws at the pavement and puts the power down perfectly. The 370Z is lacking nearly all of the masterful processing power and electronic trickery of the flagship, so it relies on its much lighter curb weight and immense cornering grip to try to play in the same league.	##false@@false$$		||	NOUN: doubt; GT-R; canyon road; 370Z; price; subsystems; part; GT-R claws; pavement; power; 370Z; processing power; trickery; flagship; curb weight; cornering grip; league; 	||	##true@@false$$	||	##false@@false$$
-1934760915 7 13----Price----#text.DIV.DIV.DIV.ARTICLE.DIV.DIV.DIV.BODY.HTML.#document	bolt:1 lower:1 calip:1 good:1 challeng:1 overs:1 notic:1 close:1 feedback:1 roll:1 slight:1 gear:1 aluminum:1 drive:1 cayman:1 uphil:1 bank:1 akebono:1 work:1 doubl:1 control:1 platform:1 turn:1 asphalt:1 rigid:1 amazingli:1 non:1 hunger:1 bodi:1 price:1 throttl:1 ratio:1 multi:1 retain:1 godzilla:1 gt:1 brush:1 aural:1 stop:1 result:1 can:2 wheel:1 give:1 wrist:1 switch:1 transmiss:1 overli:1 hand:1 easili:1 length:1 adjust:1 cautiou:1 brake:2 feel:2 coax:1 flick:1 intim:1 corner:1 rear:1 dive:1 us:1 boxster:1 stabil:1 splitter:1 suspens:1 experi:1 steer:1 piston:1 deliv:1 wrong:1 tight:2 nissan:1 brembo:1 nose:1 world:1 step:1 porsch:1	||	As a result, the 370Z delivers a more hands-on (and challenging) driving experience than the GT-R. Don't get us wrong, it still isn't as intimate as a	##false@@false$$	Porsche Cayman	##false@@true$$	or	##false@@false$$	Boxster	##false@@true$$	(at double the Nissan's price), but it does give you the close aural feedback that Godzilla retains at an arm's length. Bolted to an amazingly rigid platform, the non-adjustable Z suspension is tight, but there is still noticeable body roll in the corners and nose dive under braking (the Nissan would brush its lower splitter on the asphalt into a tight banked uphill turn). Under throttle, and with a slight flick of the wrist, the rear wheels can easily be coaxed to step out if the overly cautious stability control is switched off. The steering feel and ratios are both good, and the transmission gearing works well. The oversized aluminum-caliper multi-piston brakes (from Akebono, not Brembo) feel like they can stop world hunger.	##false@@false$$		||	ORGANIZATION: Nissan; Nissan; Brembo; 	PERSON: Godzilla; 	LOCATION: Akebono; 	NOUN: result; 370Z; experience; GT-R; Porsche Cayman; Boxster; Nissan; price; feedback; Godzilla; arm; length; platform; Z suspension; body roll; corners; nose dive; Nissan; splitter; asphalt; turn; throttle; flick; wrist; wheels; stability control; feel; ratios; transmission; works; aluminum-caliper; brakes; Akebono; Brembo; world hunger; 	||	##true@@false$$	||	##false@@false$$
-1934760915 7 14----Price----#text.DIV.DIV.DIV.ARTICLE.DIV.DIV.DIV.BODY.HTML.#document	segment:1 infin:1 cours:1 heat:1 vanish:1 close:1 mustang:1 metal:1 alwai:1 hyundai:1 cayman:1 import:1 custom:1 form:1 coup:3 competit:1 discharg:1 comparison:1 much:1 content:1 price:1 chevrolet:2 sticker:1 economi:1 retain:1 hot:1 gt:1 arriv:1 shade:1 genesi:1 undercut:1 run:1 worri:1 silenc:1 patient:1 especi:1 ford:1 park:1 corvett:1 hint:1 offer:1 thousand:1 sit:2 broken:1 tick:1 compon:1 camaro:1 comfort:1 grow:1 exhaust:1 nissan:1 porsch:1	||	Parked after a hot run, the new 370Z sits patiently in the shade. The silence, only broken by the metallic ticking of the exhaust components as they discharge retained heat, offers no hint as to the contention in the growing coupe segment. New import competition from below arrives in the form of the Hyundai Genesis Coupe, undercutting the Nissan's price by thousands. Sitting just above, with a sticker too close to be comfortable, is the family's own Infiniti G37 Coupe. Of course, there will always be the comparisons to the	##false@@false$$	Ford Mustang	##false@@true$$	Chevrolet Camaro	##false@@true$$	, Porsche Cayman,	##false@@false$$	Chevrolet Corvette	##false@@true$$	, and even the Nissan GT-R. There is much to worry about, especially as customers vanish in today's economy.	##false@@false$$		||	ORGANIZATION: Hyundai Genesis Coupe; Nissan; Ford Mustang Chevrolet Camaro; Porsche Cayman; Chevrolet Corvette; Nissan; 	NOUN: run; 370Z; shade; silence; ticking; exhaust components; heat; hint; contention; coupe segment; New import competition; form; Hyundai Genesis Coupe; Nissan; price; thousands; sticker; family; Infiniti G37 Coupe; course; comparisons; Ford Mustang Chevrolet Camaro; Porsche Cayman; Chevrolet Corvette; Nissan GT-R; customers; today; economy; 	||	##true@@false$$	||	##false@@false$$
-1934760915 7 15----Price----#text.DIV.DIV.DIV.ARTICLE.DIV.DIV.DIV.BODY.HTML.#document	car:2 model:1 simpli:1 other:2 can:1 wheel:1 gener:1 test:1 engin:1 pois:1 perform:1 enough:1 dethron:1 time:1 becom:1 seat:1 sell:1 fifteen:1 drive:1 sixth:1 power:1 question:1 spent:1 balanc:1 except:1 minut:1 confid:1 exactli:1 behind:1 sport:1 without:1 much:1 suspens:1 point:1 preced:1 price:1 touch:1 chassi:1 undeni:1 inspir:1 improv:1 appreci:1 nissan:1 go:1	||	Without question, the all-new 370Z is undeniably much more exceptional than any model preceding it. However, the Nissan isn't going to sell itself on a test drive. Fifteen minutes behind the wheel simply isn't long enough to appreciate the power of the engine, the balance of the suspension, or the poise of the chassis. The 370Z improves, and becomes more confidence-inspiring, as time is spent in the driver's seat. While the sixth-generation Z-car isn't exactly the sports car to dethrone all others, at this price point, few others can touch its performance.	##false@@false$$		||	ORGANIZATION: Nissan; 	NOUN: question; 370Z; model; Nissan; test drive; minutes; wheel; power; engine; balance; suspension; poise; chassis; 370Z; time; driver; seat; Z-car; sports car; others; price point; others; performance; 	||	##true@@false$$	||	##false@@false$$
-1934760915 8 1----Exterior----#text.P.DIV.DIV.DIV.DIV.DIV.DIV.DIV.BODY.HTML.#document	grill:1 test:1 infin:1 fx:1 stare:1 boi:1 lure:1 fm:1 metal:2 aluminum:1 fender:1 recogn:1 stoplight:1 facil:1 wrap:1 platform:1 coup:1 midship:1 famili:1 tint:1 doubt:1 competit:1 paint:1 resembl:1 wide:1 tochigi:1 tooth:1 leav:1 racer:1 gt:1 flare:1 thumb:1 wheelbas:1 shorter:1 littl:1 car:1 model:1 instantli:1 plung:1 monterei:1 share:1 japan:1 pedestrian:1 style:1 bath:1 sheet:1 look:1 aggress:1 rear:1 sport:1 front:2 steel:1 pass:1 around:1 product:1 stun:1 mission:1 blue:1 stanc:1 nissan:1 intend:1 reflect:1	||	Our test model had been plunged in a bath of Monterey Blue paint at the Tochigi, Japan production facility and with a tint of metallic in its reflection, the all-new for 2009 coupe looks stunning with its shorter wheelbase and wide stance. Still instantly recognized as a "Z," the aluminum and steel sheet metal is wrapped aggressively around Nissan's "front midships" (FM) platform, shared with the Infiniti FX and G37 family. From the toothed front grille to the flared rear fenders, the styling leaves little doubt about its intended sports car mission. With more than a passing resemblance to the	##false@@false$$	Nissan GT-R	##false@@true$$	, the 370Z lures stares and thumbs-up from pedestrians, and stoplight competitions from boy racers.	##false@@false$$		||	ORGANIZATION: Nissan; Infiniti FX; Nissan; 	DATE: 2009; 	LOCATION: Tochigi; Japan; 	NOUN: test model; bath; Monterey Blue paint; Tochigi; Japan production facility; tint; reflection; coupe; wheelbase; stance; Z; aluminum; steel sheet metal; Nissan; midships; FM; platform; Infiniti FX; G37 family; front grille; fenders; styling; doubt; sports car mission; resemblance; Nissan GT-R; 370Z; stares; thumbs-up; pedestrians; stoplight competitions; boy racers; 	||	##true@@false$$	||	##false@@false$$
